geometry_id,system,split,sample_kind,region,base_energy_eV,base_force_max_eV_per_angstrom,qm_include,selection_reason
methane_grid_0023,methane,holdout,grid,off_path,-17.86363834140012,3.1885639284742986,yes,included
methane_grid_0024,methane,holdout,grid,off_path,-14.105321358017655,7.258850238079329,yes,included
methane_grid_0025,methane,holdout,grid,off_path,-14.253560938108038,8.534070265553282,yes,included
methane_grid_0026,methane,holdout,grid,transfer_region,-13.875550751696938,10.931683293105824,yes,included
methane_grid_0027,methane,holdout,grid,transfer_region,-17.279790242649746,22.22832884922415,yes,included
methane_grid_0028,methane,holdout,grid,transfer_region,-17.31025159015739,9.994123624417492,yes,included
methane_grid_0029,methane,holdout,grid,off_path,-17.31025159015739,9.994123624417492,yes,included
methane_grid_0030,methane,holdout,grid,off_path,-17.31025159015739,9.994123624417492,yes,included
methane_grid_0031,methane,holdout,grid,off_path,-17.31025159015739,9.994123624417492,yes,included
methane_grid_0032,methane,holdout,grid,product_like,-16.876991398115194,24.042271850383994,yes,included
methane_grid_0033,methane,holdout,grid,product_like,-17.02523097820558,25.203498047794582,yes,included
methane_grid_0034,methane,holdout,grid,transfer_region,-16.647220791794478,27.60111107534712,yes,included
methane_grid_0035,methane,holdout,grid,transfer_region,-17.30401500237295,11.134202772789298,yes,included
methane_grid_0036,methane,holdout,grid,transfer_region,-15.302977355236102,14.562045924767633,yes,included
methane_grid_0037,methane,holdout,grid,off_path,-15.302977355236102,14.562045924767633,yes,included
methane_grid_0038,methane,holdout,grid,off_path,-15.302977355236102,14.562045924767633,yes,included
methane_grid_0039,methane,holdout,grid,off_path,-15.302977355236102,14.562045924767633,yes,included
methane_grid_0040,methane,holdout,grid,product_like,-18.184332956223194,6.30587542783715,yes,included
methane_grid_0041,methane,holdout,grid,product_like,-18.33257253631358,1.4284161675319007,yes,included
methane_grid_0042,methane,holdout,grid,transfer_region,-17.95456234990248,3.78925790820848,yes,included
methane_grid_0043,methane,holdout,grid,transfer_region,-15.745125944774468,23.277804637713277,yes,included
methane_grid_0044,methane,holdout,grid,transfer_region,-13.980653706181993,7.014332530250947,yes,included
methane_grid_0045,methane,holdout,grid,off_path,-13.980653706181993,7.014332530250947,yes,included
methane_grid_0046,methane,holdout,grid,off_path,-13.980653706181993,7.014332530250947,yes,included
methane_grid_0047,methane,holdout,grid,off_path,-13.980653706181993,7.014332530250947,yes,included
methane_grid_0048,methane,holdout,grid,product_like,-17.947322948667047,4.3174504246331615,yes,included
methane_grid_0049,methane,holdout,grid,product_like,-18.095562528757434,1.3916448806559512,yes,included
methane_grid_0050,methane,holdout,grid,transfer_region,-17.71755234196741,3.78925790920316,yes,included
methane_grid_0051,methane,holdout,grid,transfer_region,-15.33858216371723,22.852386554351682,yes,included
methane_grid_0052,methane,holdout,grid,transfer_region,-13.615142492319865,0.6617167972363673,yes,included
methane_grid_0053,methane,holdout,grid,off_path,-13.615142492319865,0.6617167972363673,yes,included
methane_grid_0054,methane,holdout,grid,off_path,-13.615142492319865,0.6617167972363673,yes,included
methane_grid_0055,methane,holdout,grid,off_path,-13.615142492319865,0.6617167972363673,yes,included
methane_grid_0056,methane,holdout,grid,product_like,-17.947322948667047,4.3174504246331615,yes,included
methane_grid_0057,methane,holdout,grid,product_like,-18.095562528757434,1.3916448806559512,yes,included
methane_grid_0058,methane,holdout,grid,transfer_region,-17.717552342346334,3.78925790820848,yes,included
methane_grid_0059,methane,holdout,grid,transfer_region,-15.338582166002471,22.852386559399278,yes,included
methane_grid_0060,methane,holdout,grid,transfer_region,-13.615142492319865,0.6617167972363673,yes,included
methane_grid_0061,methane,holdout,grid,off_path,-13.615142492319865,0.6617167972363673,yes,included
methane_grid_0062,methane,holdout,grid,off_path,-13.615142492319865,0.6617167972363673,yes,included
methane_grid_0063,methane,holdout,grid,off_path,-13.615142492319865,0.6617167972363673,yes,included
methane_jitter_0000,methane,holdout,jitter,product_like,-18.023395598104017,2.357212944062139,yes,included
methane_jitter_0001,methane,holdout,jitter,transfer_region,-14.11992229116132,13.521472813279512,yes,included
methane_jitter_0002,methane,holdout,jitter,off_path,-17.344687726258496,8.73903740109915,yes,included
methane_jitter_0003,methane,holdout,jitter,reactant_like,-18.073066408104086,2.344464683923288,yes,included
methane_jitter_0004,methane,holdout,jitter,off_path,-14.342832610308562,8.930495971483202,yes,included
methane_jitter_0005,methane,holdout,jitter,off_path,-15.603984865183516,16.262481257618344,yes,included
methane_jitter_0006,methane,holdout,jitter,off_path,-16.250731833412136,17.428752245747923,yes,included
methane_jitter_0007,methane,holdout,jitter,off_path,-13.611266435329552,1.2399731280482993,yes,included
methane_jitter_0008,methane,holdout,jitter,product_like,-17.44751113033653,21.27102767563947,yes,included
methane_jitter_0009,methane,holdout,jitter,transfer_region,-15.449798930095472,20.533844736136864,yes,included
methane_jitter_0010,methane,holdout,jitter,reactant_like,-18.064448606923825,2.2561459952964706,yes,included
methane_jitter_0011,methane,holdout,jitter,off_path,-16.47333618704748,16.97024608648504,yes,included
methane_jitter_0012,methane,holdout,jitter,off_path,-14.823113657183145,2.061779803840814,yes,included
methane_jitter_0013,methane,holdout,jitter,off_path,-13.601502008330169,0.9674921510637926,yes,included
methane_jitter_0014,methane,holdout,jitter,off_path,-17.780048537406792,26.676213338331024,yes,included
methane_jitter_0015,methane,holdout,jitter,off_path,-17.257990329360403,10.898505214494573,yes,included
methane_jitter_0016,methane,holdout,jitter,transfer_region,-15.463424289903388,38.97224991130477,yes,included
methane_jitter_0017,methane,holdout,jitter,off_path,-17.54048764426874,4.397628538374027,yes,included
methane_jitter_0018,methane,holdout,jitter,transfer_region,-18.473823734003314,6.283622818368933,yes,included
methane_jitter_0019,methane,holdout,jitter,transfer_region,-14.103102045844242,13.910812218311264,yes,included
methane_jitter_0020,methane,holdout,jitter,transfer_region,-14.49645075731947,18.865445020946524,yes,included
methane_jitter_0021,methane,holdout,jitter,off_path,-15.443688981549695,15.370438899373971,yes,included
methane_jitter_0022,methane,holdout,jitter,transfer_region,-15.876501040330469,39.81566432736186,yes,included
methane_jitter_0023,methane,holdout,jitter,transfer_region,-16.647920766633213,16.9303307083485,yes,included
